City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,devils lake,48.1128,-98.8651,13.3,32,0,8.23,US,1712449884
366,de queen,34.0379,-94.3413,24.47,46,100,2.57,US,1712450003
367,ulan-ude,51.8261,107.6098,4.94,70,100,2.0,RU,1712450082
368,nagqu,31.5,92.0,-1.08,35,100,3.04,CN,1712449827
369,sanctuary point,-35.1114,150.629,23.19,68,98,2.12,AU,1712450082
370,gumdag,39.2061,54.5906,16.78,38,100,5.29,TM,1712450083
371,pisco,-13.7,-76.2167,23.03,78,100,7.72,PE,1712449842
372,revda,56.801,59.9303,-3.07,68,100,5.52,RU,1712449890
373,siwa oasis,29.2041,25.5195,17.97,40,0,3.32,EG,1712450083
374,kapit,2.0167,112.9333,23.11,100,100,0.41,MY,1712450083
375,khash,28.2211,61.2158,16.67,18,0,0.46,IR,1712449842
376,sao jose da coroa grande,-8.8978,-35.1478,27.18,81,43,3.05,BR,1712450083
377,ust-tsilma,65.441,52.1498,-4.66,94,100,4.92,RU,1712450084
378,solvang,34.5958,-120.1377,16.19,55,0,5.14,US,1712450084
379,at taj,24.2049,23.2857,17.77,24,0,3.57,LY,1712449854
380,acarau,-2.8856,-40.12,26.25,85,100,2.28,BR,1712449877
381,gondar,12.6,37.4667,20.57,44,95,2.01,ET,1712450084
382,reggane,26.7158,0.1714,28.64,10,7,5.28,DZ,1712450085
383,morehead city,34.7229,-76.726,13.32,61,0,1.54,US,1712450009
384,yokadouma,3.5167,15.05,21.91,89,100,0.44,CM,1712450085
385,fort mcmurray,56.7268,-111.381,2.77,87,100,1.54,CA,1712449828
386,novodvinsk,64.4165,40.8122,-4.01,93,100,4.36,RU,1712450085
387,karratha,-20.7377,116.8463,29.8,19,100,6.17,AU,1712450085
388,gornozavodsk,58.3758,58.3211,-4.91,91,100,4.91,RU,1712450086
389,shangqiu,34.45,115.65,15.7,46,99,2.87,CN,1712450086
390,hsinchu,24.8036,120.9686,21.61,96,100,0.45,TW,1712449888
391,anahuac,27.2333,-100.15,30.32,24,100,4.86,MX,1712450086
392,bhabhua,25.05,83.6167,27.11,28,100,2.22,IN,1712450086
393,rabo de peixe,37.8,-25.5833,15.73,77,75,8.75,PT,1712450086
394,sao gabriel da cachoeira,-0.1303,-67.0892,23.59,98,100,0.83,BR,1712450087
395,kili,5.6439,169.1211,28.25,82,98,9.17,MH,1712450087
396,nar'yan-mar,67.6713,53.087,-6.05,94,100,6.71,RU,1712449984
397,zaozersk,69.4005,32.4476,-14.97,93,30,3.36,RU,1712450087
398,nahiyat al fuhud,30.9697,46.7228,24.89,31,30,4.77,IQ,1712450087
399,yarmouth,41.7057,-70.2286,4.44,90,100,13.86,US,1712450087
400,coyhaique,-45.5752,-72.0662,9.97,50,40,3.09,CL,1712449842
401,abbeville,50.1,1.8333,16.25,83,100,7.93,FR,1712449816
402,turkmenbasy,40.0222,52.9552,12.43,82,0,2.06,TM,1712450088
403,zhangjiajie,29.1294,110.4783,13.54,93,100,0.3,CN,1712450088
404,folkestone,51.0833,1.1833,13.88,94,100,11.62,GB,1712450013
405,atbara,17.7022,33.9864,28.41,14,25,9.42,SD,1712450089
406,chernyshevskiy,63.0128,112.4714,-15.32,92,100,3.17,RU,1712450089
407,fort erie,42.9001,-78.9329,9.21,67,20,4.12,CA,1712450089
408,genhe,50.7833,121.5167,-7.58,58,100,4.99,CN,1712450090
409,lethem,3.3803,-59.7968,27.88,59,87,3.26,GY,1712450090
410,severnoye,56.3491,78.3619,-2.79,81,93,7.15,RU,1712450090
411,curillo,1.0333,-75.9191,23.21,93,100,1.1,CO,1712450090
412,rio grande,-32.035,-52.0986,20.53,65,100,6.54,BR,1712449816
413,irymple,-34.25,142.1667,17.27,85,12,0.45,AU,1712450090
414,emerald,-23.5333,148.1667,25.19,78,100,5.64,AU,1712449937
415,puerto baquerizo moreno,-0.9,-89.6,24.91,84,46,2.93,EC,1712449809
416,yabrud,33.9674,36.6574,8.85,54,6,2.37,SY,1712450091
417,fort frances,48.5999,-93.4003,11.12,30,0,6.69,CA,1712450091
418,ambovombe,-25.1667,46.0833,21.3,94,50,1.51,MG,1712449875
419,mizdah,31.4451,12.9801,14.12,34,0,2.34,LY,1712450092
420,saint-georges,12.0564,-61.7485,27.82,83,20,5.14,GD,1712450044
421,taltal,-25.4,-70.4833,19.39,80,29,1.46,CL,1712449862
422,adler,43.43,39.92,8.09,87,1,0.0,RU,1712450092
423,eyl,7.9803,49.8164,26.63,74,100,3.73,SO,1712450092
424,san juan de miraflores,-12.1629,-76.9635,25.65,71,83,4.25,PE,1712450092
425,tralee,52.2704,-9.7026,7.34,84,18,8.05,IE,1712449856
426,homer,59.6425,-151.5483,5.94,48,0,2.57,US,1712450093
427,antofagasta,-23.65,-70.4,19.6,86,46,2.76,CL,1712449494
428,terrace,54.5163,-128.6035,6.79,93,75,3.09,CA,1712450093
429,vilyuchinsk,52.9306,158.4028,3.15,84,79,1.92,RU,1712449836
430,kuna,43.4918,-116.4201,8.44,66,75,2.06,US,1712449992
431,xining,36.6167,101.7667,4.41,78,90,0.84,CN,1712450093
432,jincheng,35.5022,112.8328,16.95,45,100,0.64,CN,1712450093
433,kerikeri,-35.2268,173.9474,18.58,61,100,4.5,NZ,1712449969
434,armidale,-30.5167,151.65,20.65,54,0,3.52,AU,1712449865
435,mopti,14.6667,-4.0,34.55,23,83,4.12,ML,1712450094
436,padina,45.1181,20.7272,15.92,76,100,1.76,RS,1712450094
437,gobabis,-22.45,18.9667,20.26,43,25,2.22,NA,1712450094
438,gunjur,13.2019,-16.7339,20.04,83,0,6.24,GM,1712450094
439,rocky mountain house,52.3668,-114.9188,7.06,57,100,2.06,CA,1712450095
440,shenjiamen,29.9576,122.298,12.65,93,100,1.8,CN,1712450095
441,san julian,21.0167,-102.1667,22.76,21,100,4.01,MX,1712450095
442,tazovsky,67.4667,78.7,-9.83,82,50,8.27,RU,1712450095
443,perry,37.2506,-83.1999,13.1,77,17,1.73,US,1712450095
444,cooma,-36.2333,149.1333,16.02,79,100,2.05,AU,1712450095
445,kurumkan,54.3,110.3,-4.93,56,13,1.79,RU,1712450095
446,canacona,14.9959,74.0506,28.74,79,98,3.63,IN,1712450096
447,elmadag,39.9208,33.2308,7.41,64,13,1.83,TR,1712450096
448,anloga,5.7947,0.8973,28.37,83,100,3.5,GH,1712450096
449,macau,22.2006,113.5461,26.89,94,40,4.12,MO,1712450096
450,campbell river,50.0163,-125.2446,10.25,87,100,2.06,CA,1712450036
451,guerrero,17.6667,-100.0,23.77,45,6,1.95,MX,1712450096
452,mil'kovo,55.6078,37.7956,4.22,94,100,2.84,RU,1712450096
453,kharkhorin,47.1975,102.8238,6.99,54,46,0.33,MN,1712450097
454,soio,-6.1349,12.3689,25.93,92,100,2.58,AO,1712449966
455,nenjiang,49.1833,125.2167,-0.99,46,100,2.42,CN,1712450097
456,kampong chhnang,12.1667,104.55,30.72,60,9,4.44,KH,1712450097
457,aykhal,66.0,111.5,-12.7,92,100,11.44,RU,1712450097
458,akyazi,40.685,30.6222,3.1,54,99,0.9,TR,1712450098
459,mirny,62.5353,113.9611,-17.09,92,24,2.68,RU,1712449834
460,sosnovo-ozerskoye,52.5249,111.5418,-1.31,39,9,2.85,RU,1712450098
461,bowen,-20.0167,148.2333,28.18,77,8,4.05,AU,1712450099
462,miles city,46.4083,-105.8406,7.54,70,100,10.8,US,1712450099
463,cockburn town,21.4612,-71.1419,25.98,73,40,2.57,TC,1712449853
464,richards bay,-28.783,32.0377,20.76,83,100,3.86,ZA,1712449848
465,dauphin,51.1494,-100.0502,9.08,57,0,5.66,CA,1712449916
466,auki,-8.7676,160.7034,29.28,73,81,2.73,SB,1712450099
467,bel ombre,-4.6167,55.4167,28.91,74,40,1.03,SC,1712449876
468,kabinda,-6.1333,24.4833,19.71,97,100,1.24,CD,1712450100
469,gadzhiyevo,69.2551,33.3362,-13.87,95,92,3.33,RU,1712449997
470,kudahuvadhoo,2.6708,72.8944,28.77,77,100,3.85,MV,1712450100
471,comodoro rivadavia,-45.8667,-67.5,13.92,77,0,5.66,AR,1712449970
472,san andres,12.5847,-81.7006,29.01,79,40,5.66,CO,1712450100
473,murygino,58.7383,49.4582,-2.58,97,88,1.68,RU,1712450100
474,sweetwater,25.7634,-80.3731,25.01,57,0,5.14,US,1712449818
475,uitenhage,-33.7576,25.3971,17.45,81,100,6.59,ZA,1712450101
476,touros,-5.1989,-35.4608,26.13,86,100,3.83,BR,1712449964
477,bathsheba,13.2167,-59.5167,27.34,83,20,5.66,BB,1712450101
478,happy valley-goose bay,53.3168,-60.3315,-0.83,74,20,1.54,CA,1712450101
479,carrollton,32.9537,-96.8903,24.67,62,75,10.8,US,1712449807
480,sal rei,16.1833,-22.9167,21.41,86,100,7.76,CV,1712450101
481,yen vinh,18.6667,105.6667,26.47,82,52,1.79,VN,1712449958
482,sukumo,32.9333,132.7333,17.09,82,100,1.64,JP,1712450102
483,mount isa,-20.7333,139.5,25.87,36,79,7.72,AU,1712449832
484,chardara,41.2547,67.9692,12.32,77,0,3.29,KZ,1712450102
485,el calafate,-50.3408,-72.2768,4.66,67,3,5.43,AR,1712449958
486,jinchang,38.4953,102.1739,10.78,50,9,1.46,CN,1712449864
487,jayapura,-2.5333,140.7,28.66,79,51,2.61,ID,1712449861
488,dolzhanskaya,46.6311,37.8039,10.55,63,66,1.99,RU,1712450103
489,primero de mayo,-32.2552,-58.4228,14.29,94,100,4.47,AR,1712450103
490,kismayo,-0.3582,42.5454,28.89,73,100,4.08,SO,1712449986
491,beykonak,36.3257,30.303,18.34,39,100,2.52,TR,1712450103
492,shingu,33.7333,135.9833,16.82,79,100,0.8,JP,1712449871
493,nuku'alofa,-21.1333,-175.2,28.19,69,75,7.2,TO,1712450103
494,jose maria morelos,23.3952,-103.8984,16.53,31,100,8.18,MX,1712450103
495,laguna,38.421,-121.4238,16.89,42,20,3.6,US,1712450104
496,khandyga,62.6667,135.6,-6.19,92,100,0.88,RU,1712450104
497,loango,-4.6719,11.8312,26.81,83,20,1.54,CG,1712450104
498,fortuna,40.5982,-124.1573,10.51,71,100,3.6,US,1712450104
499,rosarito,32.3333,-117.0333,17.18,56,0,4.1,MX,1712449806
500,kazanskoye,55.6448,69.235,-4.18,65,53,4.57,RU,1712450104
501,fortaleza,-3.7227,-38.5247,28.45,83,0,1.03,BR,1712449963
502,ofunato,39.0717,141.7167,14.53,82,82,2.05,JP,1712450105
503,sidi ifni,29.3797,-10.173,17.92,94,100,5.46,MA,1712450105
504,naracoorte,-36.9579,140.7383,16.73,69,100,4.42,AU,1712450105
505,ocean shores,46.9737,-124.1563,10.57,81,75,4.63,US,1712450105
506,keelung,25.1283,121.7419,23.94,93,100,3.13,TW,1712449880
507,keelakarai,9.2333,78.7833,29.2,73,100,2.26,IN,1712450105
508,belabo,4.9333,13.3,21.13,92,98,0.61,CM,1712450106
509,khovd,48.0056,91.6419,6.51,44,17,1.76,MN,1712450106
510,pionerskiy,54.9508,20.2275,6.75,94,97,3.6,RU,1712450106
511,puerto deseado,-47.7503,-65.8938,9.49,70,0,3.97,AR,1712450106
512,timimoun,29.2639,0.231,27.21,11,68,8.23,DZ,1712450106
513,minas de marcona,-15.2119,-75.1103,17.49,83,99,4.71,PE,1712450106
514,rocha,-34.4833,-54.3333,15.99,79,100,3.16,UY,1712449875
515,belyy yar,53.6039,91.3903,2.94,81,0,3.0,RU,1712450107
516,lata,40.1629,-8.3327,14.9,89,100,0.89,PT,1712450107
517,uttar char fasson,22.2332,90.7132,28.0,85,10,4.63,BD,1712450107
518,virginia beach,36.8529,-75.978,12.79,51,75,6.17,US,1712449632
519,bella vista,36.4295,-94.2316,22.5,38,100,9.77,US,1712449999
520,ust-nera,64.5667,143.2,-9.11,85,66,1.38,RU,1712450108
521,poso,-1.3959,120.7524,26.4,90,100,1.35,ID,1712450108
522,candido mota,-22.7464,-50.3869,20.03,74,0,7.27,BR,1712449924
523,monrovia,6.3005,-10.7969,27.87,88,91,1.91,LR,1712450109
524,kenai,60.5544,-151.2583,6.05,51,100,4.63,US,1712449869
525,as salamiyah,35.0113,37.0532,11.94,89,7,3.98,SY,1712450109
526,palikir - national government center,6.9248,158.1611,31.41,66,75,5.14,FM,1712450109
527,villa ocampo,-28.4875,-59.3551,18.81,89,4,4.65,AR,1712450048
528,tenenkou,14.4572,-4.9169,34.16,32,76,2.56,ML,1712450109
529,al kharijah,25.4514,30.5464,18.0,24,0,4.12,EG,1712450109
530,antsohihy,-14.8796,47.9875,23.96,92,15,1.05,MG,1712450110
531,kashmar,35.2383,58.4656,16.98,40,4,4.83,IR,1712450110
532,bamboo flat,11.7,92.7167,25.05,94,73,1.03,IN,1712450110
533,sarupathar,26.1984,93.8094,22.08,79,28,2.66,IN,1712450110
534,pangai,-19.8,-174.35,29.06,70,40,8.23,TO,1712450110
535,usogorsk,63.4106,48.6872,-5.74,84,100,4.89,RU,1712450111
536,chosica,-11.9431,-76.7094,21.02,82,80,1.47,PE,1712450111
537,manicore,-5.8092,-61.3003,24.05,97,100,1.2,BR,1712450111
538,diego de almagro,-26.3667,-70.05,18.8,58,0,0.99,CL,1712450111
539,kidal,18.4411,1.4078,28.16,8,1,3.17,ML,1712450111
540,chamical,-30.36,-66.314,18.89,84,100,3.19,AR,1712450111
541,firuzabad,28.8438,52.5707,15.46,34,49,1.47,IR,1712449850
542,garissa,-0.4536,39.6401,26.62,81,100,3.6,KE,1712450112
543,floro,61.5996,5.0328,11.04,81,100,8.75,NO,1712450112
544,blackwater,-23.5833,148.8833,27.73,64,4,3.74,AU,1712450112
545,chernomorskoye,45.5039,32.6997,10.71,78,60,4.24,UA,1712450112
546,naze,28.3667,129.4833,19.51,92,100,1.78,JP,1712450112
547,porto novo,6.4965,2.6036,28.9,84,100,1.87,BJ,1712449857
548,eastham,41.8301,-69.9739,4.43,92,100,8.49,US,1712450113
549,udaipur,24.5712,73.6918,19.5,27,0,1.87,IN,1712450113
550,businga,3.3333,20.8833,20.51,99,98,0.66,CD,1712450113
551,tobruk,32.0836,23.9764,16.98,80,27,7.63,LY,1712450113
552,sao joao da barra,-21.6403,-41.0511,23.09,80,6,2.27,BR,1712449835
553,lubango,-14.9172,13.4925,16.92,94,100,2.06,AO,1712450114
554,manakara,-22.1333,48.0167,22.06,94,11,1.49,MG,1712450114
555,georgievka,49.3314,81.5761,7.66,54,100,2.2,KZ,1712450114
556,ingeniero guillermo n. juarez,-23.9,-61.85,29.98,52,100,3.02,AR,1712450114
557,lanja,16.85,73.55,23.88,44,72,1.81,IN,1712450114
558,vilyuysk,63.7553,121.6247,-16.67,94,80,2.24,RU,1712449999
559,longboat key,27.4125,-82.659,19.44,58,0,5.14,US,1712450089
560,karkala,13.2,74.9833,26.9,89,15,1.67,IN,1712449823
561,sitka,57.0531,-135.33,4.94,75,75,2.06,US,1712449977
562,baranchinskiy,58.1617,59.6991,-4.52,74,100,4.62,RU,1712450115
563,alghero,40.5589,8.3181,11.05,100,0,1.03,IT,1712450093
564,tidjikja,18.5564,-11.4271,28.3,17,6,5.04,MR,1712450115
565,mount gambier,-37.8333,140.7667,15.35,79,100,3.66,AU,1712450115
566,rifle,39.5347,-107.7831,3.54,69,40,3.6,US,1712450116
567,griffith,41.5284,-87.4237,8.41,73,0,4.63,US,1712450116
568,benghazi,32.1167,20.0667,17.31,74,0,5.66,LY,1712450116
569,ixtapa,20.7,-105.2,22.9,78,75,5.14,MX,1712450117
